Reported Issue #,Workorder #,Current Status,Open Date-Time,Resolved Date,Days Open,Report Source,Issue Type,Issue Sub-Type,Department Work Group,Incident Address,Latitude,Longitude,Lat-Long,Additional Questions,Last Updated
644601,,resolved,06/01/2021 10:31:00 PM,06/02/2021 12:00:00 AM,0,Phone Answered,311 Research and Investigation,Other,311 Research,,,,,,06/02/2021 03:19:11 PM
604259,,resolved,04/30/2021 04:52:00 PM,05/13/2021 12:00:00 AM,12,Phone Answered,Administration or Questions,Elected Officials,311 Research,,,,,"{""Type"":""Other"",""Official"":""Mayor""}",05/17/2021 12:36:55 PM
666502,,new,06/17/2021 12:55:00 PM,,446,Phone Answered,311 Research and Investigation,Management Review,311 Research,,,,,,08/31/2022 03:12:18 PM
580773,,resolved,04/12/2021 01:27:00 PM,04/15/2021 12:00:00 AM,2,WEB RAI,311 Request Update,,311 Research,,,,,"{""What is your request number?"":""N\/A"",""If you do not have your request number, please provide us the location reported."":""Can't report using normal category...said failed."",""How would you like us to contact you?"":""Email"",""Please provide us the contact information for your preferred method."":""patiomae@yahoo.com""}",05/17/2021 01:44:11 PM
761558,,resolved,08/31/2021 06:24:00 PM,09/01/2021 12:00:00 AM,0,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{""What is the claim for?"":""Property damage"",""Where did the injury or damage occur (location and address or intersection)?"":""8711 NW 83rd St KCMO 64152"",""Is this for an individual or a business?"":""individual"",""Contact name"":""Don Walp"",""Contact mailing address and phone number"":""8711 NW 83rd St KCMO 64152 (816) 405-8833"",""When did the injury or damage occur?"":""08-08-2018"",""If claim is for vehicle damage, please list make, model, and year"":""N\/A"",""Have you had any communication with anyone from the City about the damage?"":""No"",""If yes, what is the name of the department, division, or staff person?"":""N\/A"",""Did you file a police report?"":""No"",""If yes, what is the report number?"":""N\/A""}",09/01/2021 06:31:23 PM
1352119,,resolved,01/17/2023 03:47:00 PM,01/31/2023 12:00:00 AM,13,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Property damage""|""Where did the injury or damage occur (location and address or intersection)?"":""5208 Euclid Ave""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Nick Herrig""|""Contact mailing address and phone number"":""5208 Euclid Ave 913-486-2991""|""When did the injury or damage occur?"":""01-03-2023""|""If claim is for vehicle damage| please list make| model| and year"":""""|""Have you had any communication with anyone from the City about the damage?"":""Yes""|""If yes| what is the name of the department| division| or staff person?"":""He spoke with an employee on duty when the damage occured.""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:37 AM
733255,,resolved,08/09/2021 01:38:00 PM,08/10/2021 12:00:00 AM,0,Android,311 Request Update,,311 Research,,,,,"{""What is your request number?"":""999999"",""If you do not have your request number, please provide us the location reported."":""Test test"",""How would you like us to contact you?"":""Phone Call"",""Please provide us the contact information for your preferred method."":""test""}",08/10/2021 12:25:36 PM
1090557,,resolved,06/21/2022 08:58:00 AM,,,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Question"",""Please provide the address or intersection if applicable to the report."":""1198 E 66th St kcmo 64131""}",06/21/2022 04:15:00 PM
620794,,resolved,05/13/2021 04:38:00 PM,05/13/2021 12:00:00 AM,-1,WEB RAI,311 Request Update,,311 Research,,,,,"{""What is your request number?"":""231586196"",""If you do not have your request number, please provide us the location reported."":"""",""How would you like us to contact you?"":""Email"",""Please provide us the contact information for your preferred method."":""jamilkc@gmail.com""}",05/17/2021 11:47:55 AM
765494,,new,09/03/2021 02:11:00 PM,,6,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Concern"",""Please provide the address or intersection if applicable to the report."":""2726 Blue Ridge Blvd""}",09/03/2021 02:15:42 PM
763315,,new,09/01/2021 08:38:00 PM,,8,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Concern"",""Please provide the address or intersection if applicable to the report."":""2305 Prospect Ave""}",09/01/2021 08:43:07 PM
643781,,resolved,06/01/2021 04:59:00 PM,06/02/2021 12:00:00 AM,0,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Concern"",""Please provide the address or intersection if applicable to the report."":""6213 N Mattox Rd""}",06/02/2021 08:37:31 PM
868199,,resolved,12/10/2021 12:20:00 PM,12/20/2021 12:00:00 AM,9,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""2006 NE 34th Pl""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Rebecca Lance""|""Contact mailing address and phone number"":""816-4598101  2006 NE 34th Pl""|""When did the injury or damage occur?"":""12-08-2021""|""If claim is for vehicle damage| please list make| model| and year"":""2005 Jeep Liberty""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""Yes""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:37 AM
571628,,resolved,04/03/2021 12:35:00 AM,04/05/2021 12:00:00 AM,1,Android,311 Request Update,,311 Research,,,,,"{""What is your request number?"":"""",""If you do not have your request number, please provide us the location reported."":""69 E 107th st"",""How would you like us to contact you?"":""Email"",""Please provide us the contact information for your preferred method."":""olson_kenny@hotmail.com""}",05/17/2021 01:56:22 PM
1149704,,resolved,08/04/2022 12:25:00 PM,08/08/2022 12:00:00 AM,3,WEB RAI,Administration or Questions,KC Water,311 Research,,,,,,08/08/2022 05:40:41 PM
726226,,resolved,08/03/2021 02:12:00 PM,08/03/2021 12:00:00 AM,-1,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,08/03/2021 04:42:41 PM
649814,,resolved,06/05/2021 06:53:00 PM,06/16/2021 12:00:00 AM,10,Android,311 Request Update,,311 Research,,,,,"{""How would you like us to contact you?"":""Email"",""What is your request number?"":""03508"",""Please provide us the contact information for your preferred method."":""Kookiefrog@gmail.com"",""If you do not have your request number, please provide us the location reported."":""7604 nw milrey dr kc mo 64152""}",06/29/2021 03:59:55 AM
655780,,resolved,06/09/2021 09:41:00 PM,06/10/2021 12:00:00 AM,0,Android,311 Request Update,,311 Research,,,,,"{""What is your request number?"":"""",""If you do not have your request number, please provide us the location reported."":""5836 e 14th st kcmo 64126"",""How would you like us to contact you?"":""Email"",""Please provide us the contact information for your preferred method."":""drcage@gmail.com""}",06/10/2021 12:29:52 PM
640985,,resolved,05/28/2021 06:05:00 PM,07/29/2021 12:00:00 AM,61,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,07/29/2021 08:34:17 PM
1104784,,new,06/30/2022 03:57:00 PM,,346,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,06/30/2022 09:09:31 PM
1037719,,resolved,05/12/2022 07:19:00 AM,,,Android,Water Service,Account or Billing Questions,Water Services Department,,,,,,05/12/2022 01:54:00 PM
1061036,,resolved,05/31/2022 08:25:00 AM,,,WEB RAI,Vehicles and Parking,Feedback or Question,KCPD Parking Control,,,,,"{""Location or area of concern"":""Between 58\/59 on Virginia Ave KCMO""}",06/08/2022 06:55:00 PM
538220,,resolved,03/04/2021 09:22:00 AM,03/08/2021 12:00:00 AM,4,Web,Solid Waste Services,Opportunity for Improvement (South Trash/Recycling),PW Solid Waste,,,,,"{""What services were affected? (check all that apply)"":""Recycling""}",03/25/2021 07:20:49 PM
866985,,resolved,12/09/2021 11:35:00 AM,02/26/2022 12:00:00 AM,78,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,05/05/2023 08:41:37 AM
614983,,resolved,05/09/2021 05:48:00 PM,05/12/2021 12:00:00 AM,2,WEB RAI,Food Safety,Food Truck or Cart,Health Food Safety,,,,,"{""Name of Truck or Cart"":""Taqueria Gordita"",""Date and Time of visit"":""05-09-2021 12:45 AM"",""Select all that apply"":""Food Concern""}",05/17/2021 12:05:26 PM
866916,,resolved,12/09/2021 11:01:00 AM,01/07/2022 12:00:00 AM,28,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Concern""|""Please provide the address or intersection if applicable to this report."":""3400 E Gregory Blvd""}""",05/05/2023 08:41:37 AM
652137,,new,06/07/2021 09:28:00 PM,,94,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Question"",""Please provide the address or intersection if applicable to the report."":""1240 e 72nd""}",06/07/2021 09:36:30 PM
1081700,,resolved,06/14/2022 09:17:00 AM,,,Phone Answered,Administration or Questions,KCPD,311 Research,,,,,"{""Type"":""Concern"",""Provide address or location information if needed"":""27th St\/Topping ave""}",06/14/2022 03:08:00 PM
866156,,resolved,12/08/2021 02:40:00 PM,12/10/2021 12:00:00 AM,1,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""1611 Topping""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Will Brown""|""Contact mailing address and phone number"":""816-419-5486  2725 Cleveland Ave""|""When did the injury or damage occur?"":""12-03-2021""|""If claim is for vehicle damage| please list make| model| and year"":""1998 Chevrolet Silverado""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:37 AM
701262,,resolved,07/15/2021 03:28:00 PM,07/22/2021 12:00:00 AM,6,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,07/23/2021 02:42:19 AM
865883,,resolved,12/08/2021 12:16:00 PM,12/14/2021 12:00:00 AM,5,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""9500 E Bannister Rd""|""Is this for an individual or a business?"":""indivual""|""Contact name"":""Robert Moore""|""Contact mailing address and phone number"":""816-288-6644""|""When did the injury or damage occur?"":""12-08-2021""|""If claim is for vehicle damage| please list make| model| and year"":""2006 Ford Fusion""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:37 AM
1153826,,resolved,08/08/2022 12:31:00 PM,08/08/2022 12:00:00 AM,-1,iOS,Public Safety,Ambulance/EMS Service Feedback,Fire Inspector,,,,,,08/08/2022 08:49:31 PM
865845,,resolved,12/08/2021 12:00:00 PM,12/15/2021 12:00:00 AM,6,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""17th Holmes""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Kassandra Reyes""|""Contact mailing address and phone number"":""5500 NE OaksRidge Lane| Lee's Summit 64064 816.896.6294""|""When did the injury or damage occur?"":""11-12-2021""|""If claim is for vehicle damage| please list make| model| and year"":""2021 Hyundai Palisade""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:37 AM
865686,,resolved,12/08/2021 10:37:00 AM,12/16/2021 12:00:00 AM,7,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Concern""|""Please provide the address or intersection if applicable to this report."":""4287 E 62nd St""}""",05/05/2023 08:41:37 AM
865530,,resolved,12/08/2021 08:01:00 AM,12/08/2021 12:00:00 AM,-1,Phone Answered,311 Research and Investigation,Management Review,311 Research,,,,,,05/05/2023 08:41:37 AM
865480,,resolved,12/08/2021 07:45:00 AM,12/08/2021 12:00:00 AM,-1,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Other""|""Please provide the address or intersection if applicable to this report."":""2001 E 35th St.""}""",05/05/2023 08:41:37 AM
569067,,resolved,03/31/2021 10:17:00 PM,05/06/2021 12:00:00 AM,35,Phone Answered,Administration or Questions,Elected Officials,311 Research,,,,,"{""Type"":""Feedback"",""Official"":""Mayor""}",05/06/2021 08:02:31 PM
648769,,resolved,06/04/2021 04:51:00 PM,07/28/2021 12:00:00 AM,53,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,07/29/2021 01:54:24 AM
718648,,resolved,07/28/2021 05:09:00 AM,07/29/2021 12:00:00 AM,0,Android,311 Request Update,,311 Research,,,,,"{""How would you like us to contact you?"":""Email"",""What is your request number?"":""1b9f9414-0d4f-4484-892e-1454d24bd4bc"",""Please provide us the contact information for your preferred method."":""maytubby.terry@gmail.com"",""If you do not have your request number, please provide us the location reported."":""""}",07/29/2021 01:36:30 PM
735885,,resolved,08/10/2021 06:18:00 PM,08/10/2021 12:00:00 AM,-1,WEB RAI,311 Request Update,,311 Research,,,,,"{""What is your request number?"":""720577"",""If you do not have your request number, please provide us the location reported."":"""",""How would you like us to contact you?"":""Email"",""Please provide us the contact information for your preferred method."":""evelynoliver67@yahoo.com""}",08/10/2021 06:42:20 PM
865019,,resolved,12/07/2021 03:03:00 PM,12/07/2021 12:00:00 AM,-1,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Other""|""Please provide the address or intersection if applicable to this report."":""4907 Chestnut Ave""}""",05/05/2023 08:41:37 AM
1031616,,resolved,05/07/2022 01:28:00 PM,,,Android,Food Safety,Other,Health Food Safety,,,,,"[{""caption"":""Location Description, including address if applicable"",""type"":3,""sort_order"":1,""enterdValue"":""Boigies Tavern""},{""caption"":""When did you visit?"",""type"":5,""sort_order"":2,""enterdValue"":""05-06-2022 10:30 PM""}]",05/18/2022 03:20:00 PM
864324,,resolved,12/07/2021 09:19:00 AM,10/05/2022 12:00:00 AM,301,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{Type"":""Question""|""Please provide the address or intersection if applicable to the report."":""7501 N AVALON""}""",05/05/2023 08:41:37 AM
626735,,resolved,05/18/2021 06:54:00 PM,05/19/2021 12:00:00 AM,0,Android,311 Request Update,,311 Research,,,,,"{""How would you like us to contact you?"":""Phone Call"",""What is your request number?"":""620279"",""Please provide us the contact information for your preferred method."":""7022789309"",""If you do not have your request number, please provide us the location reported."":""""}",05/19/2021 09:02:29 PM
693054,,resolved,07/09/2021 08:22:00 AM,,,Phone Answered,Administration or Questions,How's My Driving,311 Research,,,,,"{""In order to complete an investigation,  please provide license plate number"":""8082"",""Vehicle Description"":""KC Water Truck"",""Location"":""I-70 Eastbound exiting on Truman Rd"",""Date and time of incident"":""07-09-2021 08:40 AM""}",05/02/2022 01:37:00 PM
635271,,resolved,05/25/2021 02:10:00 PM,05/26/2021 12:00:00 AM,0,WEB RAI,311 Request Update,,311 Research,,,,,"{""What is your request number?"":"""",""If you do not have your request number, please provide us the location reported."":""7604 E 49th Street"",""How would you like us to contact you?"":""Email"",""Please provide us the contact information for your preferred method."":""katiebrumble@hotmail.com""}",05/26/2021 07:13:11 PM
664158,,resolved,06/16/2021 12:53:00 PM,07/09/2021 12:00:00 AM,22,WEB RAI,311 Request Update,,311 Research,,,,,"{""What is your request number?"":""2021000871"",""If you do not have your request number, please provide us the location reported."":""4807 N. Bellaire Ave"",""How would you like us to contact you?"":""Phone Call"",""Please provide us the contact information for your preferred method."":""816-455-4556""}",07/09/2021 03:09:36 PM
863898,,resolved,12/06/2021 03:41:00 PM,12/08/2021 12:00:00 AM,1,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""340 W 5th St""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Sarah Sacco""|""Contact mailing address and phone number"":""10229 N Prospect Ave KC| MO 64155   (816)-645-3131""|""When did the injury or damage occur?"":""12-06-2021""|""If claim is for vehicle damage| please list make| model| and year"":""Chevrolet Saburban 2021""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:37 AM
1155658,,resolved,08/09/2022 06:58:00 AM,08/09/2022 12:00:00 AM,-1,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Concern"",""Please provide address and location information if needed for this report"":""604 E 90th Ter  working be done at 611 E 90th Ter""}",08/09/2022 08:15:23 PM
1351547,,resolved,01/17/2023 12:11:00 PM,01/20/2023 12:00:00 AM,2,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""Heading South on Prospect near 83rd and Prospect and Hickman Mills Dr""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Thomas Johnson""|""Contact mailing address and phone number"":""Address: 10703 College Ave KCMO 64137 phone: 816-337-0136""|""When did the injury or damage occur?"":""01-16-2023""|""If claim is for vehicle damage| please list make| model| and year"":""1978 Chevy Camaro""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:38 AM
690215,,canceled,07/07/2021 05:58:00 PM,07/07/2021 12:00:00 AM,-1,WEB RAI,Vehicles and Parking,Towed Vehicle Concern,KCPD Parking Control,,,,,,07/07/2021 07:28:03 PM
769743,,resolved,09/08/2021 12:08:00 PM,09/09/2021 12:00:00 AM,0,WEB RAI,311 Request Update,,311 Research,,,,,"{""What is your request number?"":""13245281"",""If you do not have your request number, please provide us the location reported."":"""",""How would you like us to contact you?"":""Email"",""Please provide us the contact information for your preferred method."":""125sdavis@gmail.com""}",09/09/2021 08:26:07 PM
1103790,,resolved,06/30/2022 08:50:00 AM,07/01/2022 12:00:00 AM,1,Phone Answered,Administration or Questions,Finance,311 Research,,,,,"{""Type of Issue"":""Business License""}",07/01/2022 02:18:52 PM
1140546,,resolved,07/28/2022 11:34:00 AM,08/12/2022 12:00:00 AM,14,CMS RAI,Administration or Questions,Housing,311 Research,,,,,,08/12/2022 10:37:28 PM
702881,,resolved,07/16/2021 05:17:00 PM,07/16/2021 12:00:00 AM,-1,WEB RAI,311 Request Update,,311 Research,,,,,"{""What is your request number?"":"""",""If you do not have your request number, please provide us the location reported."":"""",""How would you like us to contact you?"":""Phone Call"",""Please provide us the contact information for your preferred method."":""ekiasha.ruff@kcmo.org""}",07/16/2021 05:19:32 PM
721278,,resolved,07/29/2021 06:59:00 PM,08/03/2021 12:00:00 AM,4,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,08/03/2021 04:46:42 PM
694549,,canceled,07/10/2021 07:38:00 PM,07/12/2021 12:00:00 AM,1,WEB RAI,Health Code Violations,Air Quality,Health Environmental Services,,,,,"{""What is the concern?"":""Other"",""Name of Company Responsible (if applicable)"":""International House of Prayer - IHOPKC"",""When did you notice the concern?"":""""}",07/12/2021 07:40:38 PM
1348486,,resolved,01/13/2023 04:32:00 PM,01/17/2023 12:00:00 AM,3,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""5045 Walrond Ave""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Tiffany Hardridge""|""Contact mailing address and phone number"":""7349 James A Reed Rd Kansas City Mo 64133     816.382.8395""|""When did the injury or damage occur?"":""01-13-2023""|""If claim is for vehicle damage| please list make| model| and year"":""2017 Kia Forte""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:38 AM
638036,,canceled,05/26/2021 06:05:00 PM,05/26/2021 12:00:00 AM,-1,Email,Health Code Violations,Air Quality,Health Environmental Services,,,,,"{""What is the concern?"":""Open Burning"",""Name of Company Responsible (if applicable)"":""Testing"",""When did you notice the concern?"":""12-31-1899 12:00 AM""}",05/26/2021 09:22:41 PM
620648,,resolved,05/13/2021 03:38:00 PM,05/14/2021 12:00:00 AM,0,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Other"",""Please provide location information if needed for this report"":""4820 Mercier St""}",05/17/2021 11:48:37 AM
1348103,,resolved,01/13/2023 12:49:00 PM,01/13/2023 12:00:00 AM,-1,iOS,311 Request Update,,311 Research,,,,,"{What is your request number?"":""194130.   192365""|""If you do not have your request number| please provide us the location reported."":""""|""How would you like us to contact you?"":""Email""|""Please provide us the contact information for your preferred method."":""twlores289@gmail.com""}""",05/05/2023 08:41:38 AM
1348072,,resolved,01/13/2023 12:31:00 PM,01/17/2023 12:00:00 AM,3,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""6047 E Truman Rd. KCMO 64126""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Martin Mendez""|""Contact mailing address and phone number"":""1018 Sandusky Ave. KCK 66102  913-280-0623""|""When did the injury or damage occur?"":""01-12-2023""|""If claim is for vehicle damage| please list make| model| and year"":""2012 Scion XB""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:38 AM
1183529,,resolved,08/31/2022 11:18:00 AM,08/31/2022 12:00:00 AM,-1,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Concern"",""Please provide address and location information if needed for this report"":""6004 E 96th Ter""}",08/31/2022 04:40:45 PM
1347762,,resolved,01/13/2023 10:03:00 AM,01/17/2023 12:00:00 AM,3,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Property damage""|""Where did the injury or damage occur (location and address or intersection)?"":""At residence 3904 N Spruce Ave.""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Michael Galate""|""Contact mailing address and phone number"":""3904 N Spruce Ave. KCMO 64117  8163097037""|""When did the injury or damage occur?"":""01-07-2023""|""If claim is for vehicle damage| please list make| model| and year"":""N\/A""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""N\/A""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""N\/A""}""",05/05/2023 08:41:38 AM
688502,,resolved,07/06/2021 05:47:00 PM,07/15/2021 12:00:00 AM,8,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Feedback"",""Please provide location information if needed for this report"":""700 NW 80th St""}",07/15/2021 08:59:12 PM
1347557,,assigned,01/13/2023 08:24:00 AM,,115,Android,Discrimination Report,Employment in KCMO City Limits,Civil Rights and Equal Opportunity,,,,,"{Are you an employee of the City of Kansas City?  If YES| please contact the Human Resources Dept to report"":""1""|""Type of Discrimination"":""Race|Sex|Age|Gender Identity|Retaliation|Other""|""Name of Employer"":""Christian""|""Employer's Address (include street number| name| city| and zip)"":""Popeyes on 31 in prospect""|""Contact Name for Employer"":""dany in brandon my name is Charlie""|""When did the incident occur?"":""01-07-2023 04:19""|""Do you agree to provide your name and contact information below?  If not| you will need to call 816-513-1836 to report."":""1""}""",05/05/2023 08:41:38 AM
541702,,resolved,03/08/2021 10:48:00 AM,03/10/2021 12:00:00 AM,2,WEB RAI,Solid Waste Services,Request Blue Bags,PW Solid Waste,,,,,,03/25/2021 07:20:49 PM
584245,,resolved,04/14/2021 02:54:00 PM,04/14/2021 12:00:00 AM,-1,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Concern"",""Please provide location information if needed for this report"":""1526 Walnut St -Cannon Wine bar and Kitchen""}",05/17/2021 01:39:51 PM
1548940,217768,received,06/04/2023 12:21:00 PM,,33,Android,Street Maintenance,Pothole,PW Permits,10601 State Line Rd B Kansas City 64114,38.935177586915,-94.608222171664,POINT (-94.608222171664 38.935177586915),"{Number of Potholes"":""One Pothole""|""Location"":""Street""}""",07/07/2023 08:04:39 PM
775200,,resolved,09/13/2021 11:56:00 AM,09/13/2021 12:00:00 AM,-1,WEB RAI,311 Request Update,,311 Research,,,,,"{""What is your request number?"":""13345163"",""If you do not have your request number, please provide us the location reported."":"""",""How would you like us to contact you?"":""Email"",""Please provide us the contact information for your preferred method."":""karenmyers44@gmail.com""}",09/13/2021 06:33:24 PM
609651,,resolved,05/05/2021 01:42:00 AM,05/07/2021 12:00:00 AM,1,WEB RAI,311 Request Update,,311 Research,,,,,"{""What is your request number?"":"""",""If you do not have your request number, please provide us the location reported."":""5819 bennington ave kcmo 64129"",""How would you like us to contact you?"":""Phone Call"",""Please provide us the contact information for your preferred method."":""Call""}",05/17/2021 12:22:15 PM
1042778,,resolved,05/16/2022 11:27:00 AM,,,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Concern"",""Please provide location information if needed for this report"":""7007 NW Barry RD""}",05/18/2022 09:08:00 PM
1066087,,resolved,06/02/2022 03:47:00 PM,,,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Feedback"",""Please provide location information if needed for this report"":""11618 E 59TH TER""}",06/03/2022 01:31:00 PM
674543,,resolved,06/24/2021 04:20:00 PM,06/28/2021 12:00:00 AM,3,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Question"",""Please provide location information if needed for this report"":""""}",06/28/2021 07:44:21 PM
603593,,canceled,04/30/2021 02:40:00 AM,05/03/2021 12:00:00 AM,2,Android,311 Request Update,,311 Research,,,,,"{""What is your request number?"":"""",""If you do not have your request number, please provide us the location reported."":""700 ne Campbell Street ,KCMO 64118"",""How would you like us to contact you?"":""Email"",""Please provide us the contact information for your preferred method."":""potholepookp""}",05/19/2021 03:53:14 PM
722786,,canceled,07/30/2021 01:38:00 PM,07/12/2022 12:00:00 AM,347,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Concern"",""Please provide the address or intersection if applicable to the report."":""2730 Mercier St""}",07/12/2022 04:33:19 PM
683953,,resolved,07/01/2021 01:53:00 AM,,,Phone Answered,Administration or Questions,How's My Driving,311 Research,,,,,"{""In order to complete an investigation,  please provide license plate number"":""62005"",""Vehicle Description"":""White Truck"",""Location"":""71 South near downtown"",""Date and time of incident"":""07-01-2021 02:00 PM""}",05/06/2022 03:22:00 PM
1346541,,resolved,01/12/2023 12:18:00 PM,02/17/2023 12:00:00 AM,35,WEB RAI,311 Request Update,,311 Research,,,,,"{What is your request number?"":""1342416""|""If you do not have your request number| please provide us the location reported."":""""|""How would you like us to contact you?"":""Email""|""Please provide us the contact information for your preferred method."":""loldham8@yahoo.com""}""",05/05/2023 08:41:38 AM
1043582,,resolved,05/16/2022 07:07:00 PM,,,WEB RAI,311 Request Update,,311 Research,,,,,"{""What is your request number?"":""164104"",""If you do not have your request number, please provide us the location reported."":"""",""How would you like us to contact you?"":""Email"",""Please provide us the contact information for your preferred method."":""Dutch95063@gmail.com""}",05/17/2022 10:49:00 AM
632322,,resolved,05/22/2021 02:40:00 PM,05/26/2021 12:00:00 AM,3,WEB RAI,311 Request Update,,311 Research,,,,,"{""What is your request number?"":""573001"",""If you do not have your request number, please provide us the location reported."":"""",""How would you like us to contact you?"":""Email"",""Please provide us the contact information for your preferred method."":""bpc311@gmail.com""}",05/26/2021 08:06:07 PM
